epoch,loss,accuracy
128,1.3590587377548218,0.637499988079071
129,1.356142282485962,0.637499988079071
130,1.3531750440597534,0.637499988079071
131,1.3501523733139038,0.637499988079071
132,1.3471823930740356,0.637499988079071
133,1.3441650867462158,0.637499988079071
134,1.3411344289779663,0.637499988079071
135,1.338086724281311,0.6500000357627869
136,1.3350569009780884,0.6500000357627869
137,1.3319708108901978,0.6500000357627869
138,1.328857660293579,0.6500000357627869
139,1.3257471323013306,0.6500000357627869
140,1.3226127624511719,0.6500000357627869
141,1.3194509744644165,0.675000011920929
142,1.3159677982330322,0.6875
143,1.3129347562789917,0.6875
144,1.3098541498184204,0.6875
145,1.3066515922546387,0.6875
146,1.303431510925293,0.6875
147,1.300214409828186,0.699999988079071
148,1.2969316244125366,0.699999988079071
149,1.2936264276504517,0.699999988079071
150,1.2903220653533936,0.699999988079071
151,1.2869906425476074,0.699999988079071
152,1.2836872339248657,0.699999988079071
153,1.2803235054016113,0.699999988079071
154,1.276979684829712,0.699999988079071
155,1.2735967636108398,0.699999988079071
156,1.270121693611145,0.699999988079071
157,1.2667855024337769,0.699999988079071
158,1.2637804746627808,0.699999988079071
159,1.260541319847107,0.699999988079071
160,1.2570877075195312,0.699999988079071
161,1.2532575130462646,0.7250000238418579
162,1.2498319149017334,0.737500011920929
163,1.2465566396713257,0.737500011920929
164,1.243202567100525,0.7250000238418579
165,1.2397150993347168,0.7250000238418579
166,1.2362313270568848,0.7250000238418579
167,1.2328130006790161,0.75
168,1.229393482208252,0.737500011920929
169,1.2258846759796143,0.737500011920929
170,1.2223759889602661,0.737500011920929
171,1.2188258171081543,0.75
172,1.2153706550598145,0.75
173,1.2119474411010742,0.75
174,1.2084732055664062,0.75
175,1.204954981803894,0.75
176,1.201460599899292,0.75
177,1.1980068683624268,0.75
178,1.1945544481277466,0.75
179,1.1910432577133179,0.762499988079071
180,1.1875311136245728,0.7750000357627869
181,1.1840349435806274,0.75
182,1.1805843114852905,0.75
183,1.1771007776260376,0.75
184,1.1736022233963013,0.75
185,1.170114278793335,0.75
186,1.1666282415390015,0.75
187,1.163171648979187,0.75
188,1.1596931219100952,0.75
189,1.1562714576721191,0.75
190,1.1527429819107056,0.75
191,1.1493141651153564,0.75
192,1.145846962928772,0.75
193,1.1423979997634888,0.762499988079071
194,1.138932704925537,0.762499988079071
195,1.1354576349258423,0.75
196,1.1320068836212158,0.75
197,1.1285358667373657,0.75
198,1.125037431716919,0.762499988079071
199,1.1214587688446045,0.762499988079071
200,1.117742896080017,0.75
